,poem,author,title,length,themes,url
894,The Mind lives on the Heart Like any Parasite -- If that is full of Meat The Mind is fat.  But if the Heart omit Emaciate the Wit -- The Aliment of it So absolute.,Emily Dickinson,The Mind lives on the Heart,35,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9745
895,"Why should we hurry -- why indeed? When every way we fly We are molested equally By immortality. No respite from the inference That this which is begun, Though where its labors lie A bland uncertainty Besets the sight This mighty night --",Emily Dickinson,Why should we hurry -- why indeed?,43,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/11207
896,The Gentian has a parched Corolla -- Like azure dried 'Tis Nature's buoyant juices Beatified -- Without a vaunt or sheen As casual as Rain And as benign --  When most is part -- it comes -- Nor isolate it seems Its Bond its Friend -- To fill its Fringed career And aid an aged Year Abundant end --  Its lot -- were it forgot -- This Truth endear -- Fidelity is gain Creation is o'er --,Emily Dickinson,The Gentian has a parched Corolla --,77,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9663
897,I know of people in the Grave Who would be very glad To know the news I know tonight If they the chance had had.  'Tis this expands the least event And swells the scantest deed -- My right to walk upon the Earth If they this moment had.,Emily Dickinson,I know of people in the Grave,49,['people'],http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9031
898,A Night -- there lay the Days between -- The Day that was Before -- And Day that was Behind -- were one -- And now -- 'twas Night -- was here --  Slow -- Night -- that must be watched away -- As Grains upon a shore -- Too imperceptible to note -- Till it be night -- no more --,Emily Dickinson,A Night -- there lay the Days between,62,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8247
899,The Sun -- just touched the Morning -- The Morning -- Happy thing -- Supposed that He had come to dwell -- And Life would all be Spring!  She felt herself supremer -- A Raised -- Ethereal Thing! Henceforth -- for Her -- What Holiday! Meanwhile -- Her wheeling King -- Trailed -- slow -- along the Orchards -- His haughty -- spangled Hems -- Leaving a new necessity! The want of Diadems!  The Morning -- fluttered -- staggered -- Felt feebly -- for Her Crown -- Her unanointed forehead -- Henceforth -- Her only One!,Emily Dickinson,The Sun -- just touched the Morning,96,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9868
900,"Some, too fragile for winter winds The thoughtful grave encloses -- Tenderly tucking them in from frost Before their feet are cold.  Never the treasures in her nest The cautious grave exposes, Building where schoolboy dare not look, And sportsman is not bold.  This covert have all the children Early aged, and often cold, Sparrow, unnoticed by the Father -- Lambs for whom time had not a fold.",Emily Dickinson,"Some, too fragile for winter winds",68,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9496
901,"Much MADNESS is divinest sense (Author) To a discerning eye Much sense the starkest madness. 'T' is the MAJORITY  In this, as all, prevail Assent and you are sane Demur, you're straightway dangerous And handled with a Chain.",Emily Dickinson,Much Madness is divinest Sense,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/5401
902,How firm Eternity must look To crumbling men like me The only Adamant Estate In all Identity --  How mighty to the insecure Thy Physiognomy To whom not any Face cohere -- Unless concealed in thee,Emily Dickinson,How firm Eternity must look,36,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8976
903,"A Death blow is a Life blow to Some Who till they died, did not alive become -- Who had they lived, had died but when They died, Vitality begun.",Emily Dickinson,A Death blow is a Life blow to Some,30,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8194
904,A Secret told -- Ceases to be a Secret -- then -- A Secret -- kept -- That -- can appal but One --  Better of it -- continual be afraid -- Than it -- And Whom you told it to -- beside --,Emily Dickinson,A Secret told,44,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6976
905,"Oh Shadow on the Grass, Art thou a Step or not? Go make thee fair my Candidate My nominated Heart -- Oh Shadow on the Grass While I delay to guess Some other thou wilt consecrate -- Oh Unelected Face --",Emily Dickinson,"Oh Shadow on the Grass,",41,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9391
906,"The Suburbs of a Secret A Strategist should keep, Better than on a Dream intrude To scrutinize the Sleep.",Emily Dickinson,The Suburbs of a Secret,19,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9866
907,"For this -- accepted Breath -- Through it -- compete with Death -- The fellow cannot touch this Crown -- By it -- my title take -- Ah, what a royal sake To my necessity -- stooped down!  No Wilderness -- can be Where this attendeth me -- No Desert Noon -- No fear of frost to come Haunt the perennial bloom -- But Certain June!  Get Gabriel -- to tell -- the royal syllable -- Get Saints -- with new -- unsteady tongue -- To say what trance below Most like their glory show -- Fittest the Crown!",Emily Dickinson,For this -- accepted Breath,99,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8630
908,We never know how high we are Till we are asked to rise And then if we are true to plan Our statures touch the skies --  The Heroism we recite Would be a normal thing Did not ourselves the Cubits warp For fear to be a King --,Emily Dickinson,We never know how high we are,49,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6102
909,"""They have not chosen me,"" he said, ""But I have chosen them!"" Brave -- Broken hearted statement -- Uttered in Bethlehem!  I could not have told it, But since Jesus dared -- Sovereign! Know a Daisy They dishonor shared!",Emily Dickinson,"""They have not chosen me,"" he said,",39,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7502
910,Spurn the temerity -- Rashness of Calvary -- Gay were Gethsemane Knew we of Thee --,Emily Dickinson,Spurn the temerity --,16,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9505
911,"A Lady red -- amid the Hill Her annual secret keeps! A Lady white, within the Field In placid Lily sleeps!  The tidy Breezes, with their Brooms -- Sweep vale -- and hill -- and tree! Prithee, My pretty Housewives! Who may expected be?  The Neighbors do not yet suspect! The Woods exchange a smile! Orchard, and Buttercup, and Bird -- In such a little while!  And yet, how still the Landscape stands! How nonchalant the Hedge! As if the ""Resurrection"" Were nothing very strange!",Emily Dickinson,A Lady red -- amid the Hill,85,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6970
912,"Bereavement in their death to feel Whom We have never seen -- A Vital Kinsmanship import Our Soul and theirs -- between --  For Stranger -- Strangers do not mourn -- There be Immortal friends Whom Death see first -- 'tis news of this That paralyze Ourselves --  Who, vital only to Our Thought -- Such Presence bear away In dying -- 'tis as if Our Souls Absconded -- suddenly --",Emily Dickinson,Bereavement in their death to feel,71,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8464
913,"If I should cease to bring a Rose Upon a festal day, 'Twill be because beyond the Rose I have been called away --  If I should cease to take the names My buds commemorate -- 'Twill be because Death's finger Claps my murmuring lip!",Emily Dickinson,If I should cease to bring a Rose,45,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7109
914,"The waters chased him as he fled, Not daring look behind -- A billow whispered in his Ear, ""Come home with me, my friend -- My parlor is of shriven glass, My pantry has a fish For every palate in the Year"" -- To this revolting bliss The object floating at his side Made no distinct reply.",Emily Dickinson,"The waters chased him as he fled,",57,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9889
915,To die -- takes just a little while -- They say it doesn't hurt -- It's only fainter -- by degrees -- And then -- it's out of sight --  A darker Ribbon -- for a Day -- A Crape upon the Hat -- And then the pretty sunshine comes -- And helps us to forget --  The absent -- mystic -- creature -- That but for love of us -- Had gone to sleep -- that soundest time -- Without the weariness --,Emily Dickinson,To die -- takes just a little while,84,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7466
916,"Many a phrase has the English language -- I have heard but one -- Low as the laughter of the Cricket, Loud, as the Thunder's Tongue --  Murmuring, like old Caspian Choirs, When the Tide's a' lull -- Saying itself in new inflection -- Like a Whippoorwill --  Breaking in bright Orthography On my simple sleep -- Thundering its Prospective -- Till I stir, and weep --  Not for the Sorrow, done me -- But the push of Joy -- Say it again, Saxton! Hush -- Only to me!",Emily Dickinson,Many a phrase has the English language,89,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/6370
917,"""Houses"" -- so the Wise Men tell me -- ""Mansions""! Mansions must be warm! Mansions cannot let the tears in, Mansions must exclude the storm!  ""Many Mansions,"" by ""his Father,"" I don't know him; snugly built! Could the Children find the way there -- Some, would even trudge tonight!",Emily Dickinson,"""Houses"" -- so the Wise Men tell me",49,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7493
918,The Spirit is the Conscious Ear. We actually Hear When We inspect -- that's audible -- That is admitted -- Here --  For other Services -- as Sound -- There hangs a smaller Ear Outside the Castle -- that Contain -- The other -- only -- Hear --,Emily Dickinson,The Spirit is the Conscious Ear.,48,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9861
919,"Were it but Me that gained the Height -- Were it but They, that failed! How many things the Dying play Might they but live, they would!",Emily Dickinson,Were it but Me that gained the Height --,27,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/11018
920,Truth -- is as old as God -- His Twin identity And will endure as long as He A Co-Eternity --  And perish on the Day Himself is borne away From Mansion of the Universe A lifeless Deity.,Emily Dickinson,Truth -- is as old as God --,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/10008
921,"Summer laid her simple Hat On its boundless Shelf -- Unobserved -- a Ribbon slipt, Snatch it for yourself.  Summer laid her supple Glove In its sylvan Drawer -- Wheresoe'er, or was she -- The demand of Awe?",Emily Dickinson,Summer laid her simple Hat,38,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9554
922,No Bobolink -- reverse His Singing When the only Tree Ever He minded occupying By the Farmer be --  Clove to the Root -- His Spacious Future -- Best Horizon -- gone -- Whose Music be His Only Anodyne -- Brave Bobolink --,Emily Dickinson,No Bobolink -- reverse His Singing,43,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/9337
923,'Tis easier to pity those when dead That which pity previous Would have saved -- A Tragedy enacted Secures Applause That Tragedy enacting Too seldom does.,Emily Dickinson,'Tis easier to pity those when dead,26,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7631
924,The healed Heart shows its shallow scar With confidential moan -- Not mended by Mortality Are Fabrics truly torn -- To go its convalescent way So shameless is to see More genuine were Perfidy Than such Fidelity.,Emily Dickinson,The healed Heart shows its shallow scar,37,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/7398
925,"All overgrown by cunning moss, All interspersed with weed, The little cage of ""Currer Bell"" In quiet ""Haworth"" laid.  Gathered from many wanderings -- Gethsemane can tell Thro' what transporting anguish She reached the Asphodel!  Soft falls the sounds of Eden Upon her puzzled ear -- Oh what an afternoon for Heaven, When ""Bronte"" entered there!",Emily Dickinson,"All overgrown by cunning moss,",56,,http://www.famouspoetsandpoems.com/poets/emily_dickinson/poems/8347
